pid,Acantharia,Akashiwo,Alexandrium_catenella,Amoeba,Amoeba_TAG_nano,Amphidinium,Asterionellopsis_glacialis,Asteromphalus,Bacillariophyceae,Bacteria_colony,Bacteriastrum,Bacteriastrum_TAG_interaction,Calciopappus,Calciosolenia_brasiliensis,Cerataulina_pelagica,Chaetoceros,Chaetoceros_TAG_interaction,Chaetoceros_didymus,Chaetoceros_socialis,Chattonella,Chrysochromulina,Chrysochromulina_lanceolata,Ciliophora,Corethron_hystrix,Corymbellus,Coscinodiscus,Cryptophyta,Cylindrotheca,Cylindrotheca_morphotype1,Dactyliosolen_blavyanus,Dictyocha,Dinobryon,Dinophyceae,Dinophyceae_TAG_cyst,Dinophysis,Dinophysis_tripos,Ditylum_brightwellii,Emiliania_huxleyi,Ephemera,Eucampia,Euglena,Euplotes,Euplotes_morphotype1,Eutintinnus,Favella,Fragilidinium,Gonyaulax,Guinardia_flaccida,Guinardia_striata,Gymnodinium,Gyrodinium,Hemiaulus,Hemiaulus_membranaceus,Heterocapsa_rotundata,Karenia,Katodinium_or_Torodinium,Laboea_strobila,Lauderia_annulata,Leptocylindrus,Leptocylindrus_mediterraneus,Licmophora,Lingulodinium_polyedra,Lingulodinium_polyedra_TAG_cyst,Margalefidinium,Mesodinium,Nanoneis,Nauplii,Navicula,Ophiaster,Oxytoxum,Phaeocystis,Pleuronema,Pleurosigma,Polykrikos,Prorocentrum,Prorocentrum_gracile,Prorocentrum_micans,Prorocentrum_rostratum,Prorocentrum_scutellum,Protoperidinium,Pseudo-nitzschia,Pseudochattonella_farcimen,Pyramimonas,Pyramimonas_longicauda,Rhabdolithes,Rhizosolenia,Scrippsiella,Skeletonema,Strobilidium_morphotype1,Strombidium_capitatum,Strombidium_conicum,Strombidium_inclinatum,Strombidium_morphotype1,Strombidium_morphotype2,Strombidium_tintinnodes,Syracosphaera_pulchra,Thalassionema,Thalassiosira,Thalassiosira_sp_aff_mala,Tiarina_fusus,Tintinnidium_mucicola,Tintinnina,Tintinnopsis,Tontonia_appendiculariformis,Tripos,Tripos_balechii,Tripos_furca,Tripos_fusus,Tripos_lineatus,Vicicitus_globosus,Warnowia,bad,bead,bubble,coccolithophorid,colony,crescent,detritus,detritus_theca_fragment,detritus_transparent,fecal_pellet,fiber,flagellate,nanoplankton_mix,pennate,pennate_Pseudo-nitzschia,pennate_Thalassionema,pennate_morphotype1,pollen,pollen_TAG_nano,zooplankton
D20250227T195131_IFCB183_00665,0.0,0.0,0.0,1.55e-06,0.0,2.5e-06,7.15e-06,0.0,8.83e-05,6e-08,1.1e-06,0.0,5e-07,0.0,5.96e-06,5.436e-05,0.0,1.13e-06,1e-07,2.4e-07,1.32e-05,1e-06,5.41e-05,0.0,1.1e-06,1e-07,0.002155,1.43e-06,3.9e-06,5e-07,3.6e-07,3.6e-07,9.63e-05,1.68e-05,5e-07,0.0,6e-08,1e-07,6e-08,0.0,1.97e-06,0.0,0.0,0.0,6e-08,2e-07,0.0,6e-08,1.43e-06,2.06e-05,6e-08,6e-08,6e-08,0.00131,0.0,2e-06,4e-07,0.0,2.4e-07,0.0,6e-07,1e-07,6e-08,0.0,4.4e-06,5.4e-07,0.0,0.0,2.9e-06,4e-07,6.14e-06,2.4e-07,0.0,0.0,2e-07,2.5e-06,0.0,6e-08,0.0,0.0,6e-08,4.5e-06,0.01311,2.86e-06,3.6e-07,1e-07,1e-06,6.825e-05,0.0,6e-08,0.0,0.0,6e-08,0.0,0.0,0.0,1e-07,0.0007563,8.994e-05,0.0,0.0,1e-07,0.0,0.0,6e-07,1e-07,1e-07,1.67e-06,0.0,0.0,6e-08,1.16e-05,0.0007763,0.0002041,7.9e-06,3e-07,1e-07,0.001002,8.3e-07,0.0005536,0.0,7.4e-06,0.06866,0.911,3.2e-06,1.7e-06,6e-08,2.4e-07,2.4e-07,0.0,6e-07
D20250227T195131_IFCB183_00666,6e-08,6e-08,6e-08,2.7e-06,0.0,6.44e-06,6.71e-05,0.0,0.002056,8e-07,6e-07,0.0,7.7e-06,1e-07,1.585e-05,9.8e-05,6e-08,2.8e-06,2.4e-07,9.5e-07,0.0001204,3.21e-05,0.0003104,0.0,4.65e-06,1e-07,0.10693,3.01e-05,9.584e-05,6e-07,1.806e-05,1.67e-06,0.0007734,1.115e-05,4.3e-06,0.0,1e-07,1e-07,1e-07,0.0,0.0001334,0.0,0.0,0.0,1e-07,2e-07,6e-08,0.0,2.7e-06,2.74e-05,7e-07,1.3e-06,5.4e-07,0.002213,1e-07,0.0001774,2.7e-06,0.0,1.97e-06,0.0,3.16e-06,8.3e-07,4e-07,0.0,2.253e-05,4.23e-06,6e-08,2.4e-07,5.8e-06,8.57e-05,1.55e-06,2.2e-06,6e-08,6e-08,8e-07,0.0002851,1e-07,9.24e-06,0.0,1e-07,3.6e-07,8.667e-05,0.012924,6.9e-06,4.53e-06,5e-07,6.85e-06,3.99e-05,0.0,6e-08,0.0,0.0,1e-07,6e-08,3.6e-07,2.4e-07,1.7e-06,0.0002933,6.01e-05,0.0,0.0,5.4e-07,3e-07,1e-07,1.5e-06,3e-07,1.97e-06,1.085e-05,6e-08,0.0,6e-08,4.166e-05,0.00205,5.05e-05,2.07e-05,1.25e-06,8.1e-06,0.01257,2.694e-05,0.007545,3.6e-07,0.0002056,0.2317,0.618,0.0004241,3.13e-05,3.6e-07,4.2e-06,4e-07,6e-08,7e-07
D20250227T195131_IFCB183_00667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.43e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-07,0.0,0.0,0.0,1.08e-05,0.0,0.0,0.0,0.0,0.0,3.6e-07,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,1.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,0.0,0.0,0.0,0.0,6e-08,5.513e-05,0.0,0.0,0.0,0.0,6.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.686e-05,9e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.000513,9.83e-06,6e-08,0.0,0.0,5.233e-05,0.0,3.46e-06,0.0,1e-07,0.00397,0.995,2e-07,0.0,0.0,0.0,0.0,0.0,0.0
D20250227T195131_IFCB183_00668,0.0,0.0,0.0,6e-07,0.0,8.6e-06,4e-07,0.0,5.835e-05,0.0,5.4e-07,0.0,0.0,0.0,4.95e-06,3.74e-05,0.0,6e-07,0.0,5.7e-06,9.5e-07,3e-07,0.0004508,0.0,3.6e-07,0.0,0.000311,6e-07,5.4e-07,6e-08,8e-07,6e-08,0.003078,2.223e-05,6e-07,0.0,6e-08,0.0,3e-07,0.0,2.2e-06,0.0,0.0,0.0,0.0,6e-08,6e-08,0.0,1e-07,0.000314,1e-07,2e-07,6e-08,3.04e-05,1e-07,4.5e-06,0.0,6e-08,6e-08,0.0,3e-07,1e-07,0.0,1e-07,1.514e-05,2e-07,0.0,0.0,6e-08,6e-08,2.4e-07,3.6e-07,0.0,0.0,1.6e-06,1.18e-05,2e-07,6e-08,0.0,6e-08,0.0,9e-06,0.000463,1.55e-06,0.0,0.0,4.196e-05,5e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,6e-08,0.003038,6.26e-06,0.0,0.0,0.0,0.0,0.0,2e-07,6e-08,0.0,7e-07,0.0,0.0,1.1e-06,5e-07,2.605e-05,1.204e-05,5.037e-05,2e-07,0.0,0.0004363,1e-07,1.94e-05,0.0,8e-07,0.1892,0.8022,1.1e-06,1.4e-06,0.0,4e-07,6e-08,6e-08,6e-08
D20250227T195131_IFCB183_00669,0.0,0.0,0.0,8.3e-07,0.0,8.3e-07,2.7e-06,0.0,5.71e-05,3e-07,3.8e-06,0.0,3.6e-07,0.0,7.33e-06,3.517e-05,0.0,1.25e-06,4e-07,3e-07,1e-06,6e-07,4.54e-05,0.0,4.23e-06,6e-08,0.000436,5.8e-06,2e-06,3.6e-07,2.8e-06,2e-07,7.51e-05,1.055e-05,3.6e-07,0.0,6e-08,4e-07,0.0,0.0,7e-07,0.0,0.0,0.0,6e-08,1e-07,0.0,6e-08,4e-07,0.00011253,0.0,3e-07,1e-07,0.0006366,0.0,1.1e-06,2.4e-07,0.0,3.6e-07,0.0,2.4e-07,2e-07,6e-07,0.0,9.06e-06,1.1e-06,0.0,0.0,2.5e-06,3e-07,4.4e-06,3e-07,0.0,0.0,1e-07,3.8e-06,0.0,2e-07,0.0,0.0,6e-08,5.5e-06,0.00742,1.4e-06,6.6e-07,6e-08,2.9e-06,5.01e-05,0.0,6e-08,0.0,0.0,0.0,0.0,6e-08,0.0,1e-07,0.0002007,0.00010717,0.0,0.0,1e-07,6e-08,0.0,3.6e-07,1e-07,1e-07,9.5e-07,0.0,0.0,3.6e-07,7.75e-06,0.002237,3.34e-05,8e-06,6.26e-06,6e-08,0.00821,1.97e-06,0.001398,6e-08,4.5e-06,0.06174,0.917,2.57e-05,3.34e-06,0.0,9e-07,2e-07,0.0,6e-07
D20250227T195131_IFCB183_00670,0.0,0.0,0.0,1e-07,0.0,2e-07,5.4e-07,0.0,2.885e-05,0.0,6e-08,0.0,0.0,0.0,5.4e-07,8.3e-06,0.0,6e-08,0.0,0.0,2e-07,6e-08,4e-06,0.0,2.4e-07,0.0,0.0002189,1e-07,3e-07,0.0,6e-08,6e-08,4.1e-06,7e-07,6e-08,0.0,0.0,6e-08,0.0,0.0,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,5.4e-07,0.0,0.0,0.0,0.000176,0.0,6e-08,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,1.8e-06,0.0,0.0,0.0,1e-07,0.0,6.6e-07,0.0,0.0,0.0,0.0,3.6e-07,0.0,0.0,0.0,0.0,0.0,1.67e-06,0.00132,3e-07,6e-08,0.0,2.4e-07,2.027e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006247,2.646e-05,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,6e-08,0.0,0.0,0.0,9e-07,0.00452,5.7e-05,2.56e-06,6e-08,0.0,0.0002635,0.0,1.4e-05,0.0,1.13e-06,0.00888,0.984,8.3e-07,2e-07,0.0,0.0,6e-08,0.0,0.0
D20250227T195131_IFCB183_00671,0.0,0.0,0.0,1e-07,0.0,5.4e-07,7.445e-05,0.0,2.146e-05,0.0,0.0,0.0,1.7e-06,0.0,2.4e-07,1.5e-06,0.0,1e-07,0.0,0.0,9.66e-06,2.2e-06,1.746e-05,0.0,6e-08,0.0,0.08234,1.8e-06,2.7e-06,0.0,2.8e-06,6e-08,9.6e-05,6.6e-07,2e-07,0.0,0.0,0.0,0.0,0.0,5.54e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,5e-07,6e-08,6e-08,0.0,2.41e-05,0.0,3.4e-06,6e-08,0.0,0.0,0.0,1.4e-06,0.0,0.0,0.0,8.3e-07,2.4e-07,0.0,0.0,1.55e-06,1.264e-05,6e-08,0.0,0.0,0.0,6e-08,3.58e-05,0.0,5.4e-07,0.0,0.0,0.0,1.9e-06,0.001186,1.2e-06,2e-07,0.0,6e-08,9.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,1.1e-05,1.85e-06,0.0,0.0,6e-08,0.0,0.0,2e-07,0.0,2e-07,5.4e-07,0.0,0.0,0.0,9e-07,0.0001736,5.84e-06,2.4e-07,0.0,3e-07,0.001922,1.55e-06,0.002796,0.0,8.5e-06,0.2124,0.6987,1.156e-05,6.6e-07,0.0,3e-07,0.0,0.0,6e-08
D20250227T195131_IFCB183_00672,0.0,0.0,0.0,2.4e-07,0.0,2.4e-07,1.1e-06,0.0,4.053e-05,6e-08,8.3e-07,0.0,6e-08,0.0,2.9e-06,8.4e-06,0.0,3e-07,6e-08,6e-08,2e-07,2.4e-07,1.26e-05,0.0,1.8e-06,0.0,0.0002751,1.6e-06,9.5e-07,6e-08,1.13e-06,6e-08,1.377e-05,1.7e-06,1e-07,0.0,0.0,1e-07,0.0,0.0,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,1.82e-05,0.0,6e-08,6e-08,0.0001576,0.0,2.4e-07,6e-08,0.0,1e-07,0.0,1e-07,6e-08,1e-07,0.0,1.8e-06,3e-07,0.0,0.0,5e-07,1e-07,1.5e-06,1e-07,0.0,0.0,0.0,2.3e-06,0.0,1e-07,0.0,0.0,0.0,2.4e-06,0.005272,4e-07,2.4e-07,0.0,8e-07,2.116e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0001318,4.25e-05,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,6e-08,2e-07,0.0,0.0,6e-08,2.15e-06,0.001376,1.03e-05,2.15e-06,2.4e-06,0.0,0.00537,6e-07,0.001016,0.0,2.44e-06,0.03,0.956,3.2e-05,1.3e-06,0.0,6e-07,0.0,0.0,6e-08
D20250227T195131_IFCB183_00673,0.0,0.0,0.0,5e-07,0.0,1.9e-06,6e-06,0.0,4.93e-05,0.0,5e-07,0.0,2e-07,0.0,1.13e-06,8.72e-05,0.0,1.3e-06,1e-07,5e-07,4.8e-06,6e-07,7.06e-05,0.0,1.43e-06,0.0,0.002855,3.1e-06,1.7e-06,2.4e-07,6.6e-07,1e-07,0.0001777,9.06e-06,5e-07,0.0,6e-08,6e-08,0.0,0.0,3.34e-06,0.0,0.0,0.0,0.0,1e-07,0.0,0.0,1e-07,3.77e-05,6e-08,2e-07,6e-08,0.0003104,0.0,3.3e-06,1e-07,0.0,6e-08,0.0,1e-07,6e-08,3e-07,0.0,1.04e-05,9.5e-07,0.0,0.0,1.8e-06,1e-07,5e-07,2e-07,0.0,0.0,3e-07,4.7e-06,0.0,6e-08,0.0,0.0,0.0,6.7e-06,0.01775,2.6e-06,1e-07,0.0,6.5e-06,9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002228,2.944e-05,0.0,0.0,6e-08,0.0,0.0,2e-07,6e-08,6e-08,2.4e-07,0.0,0.0,1e-07,1.55e-06,0.0002258,9.83e-06,7.87e-06,5.4e-07,0.0,0.001321,2.4e-07,4.774e-05,0.0,9.5e-07,0.322,0.655,3.93e-06,1.85e-06,0.0,2e-07,6e-08,0.0,1e-07
D20250227T195131_IFCB183_00674,0.0,5e-07,3e-07,4.9e-06,0.0,0.0003178,2e-06,0.0,0.0002766,6e-08,2.3e-06,0.0,1e-07,6e-08,7.14e-05,0.0002744,0.0,4.7e-06,1e-07,0.0001383,1.204e-05,2e-06,0.001675,2e-07,5.25e-06,6e-07,0.0007095,4.2e-06,1.43e-06,1.6e-06,3.76e-06,3e-07,0.06805,0.0002092,1.53e-05,0.0,8e-07,0.0,1.025e-05,0.0,4.94e-05,6e-08,0.0,6e-08,6e-08,7e-07,1.8e-06,6e-08,1.25e-06,0.01384,1.22e-05,1.9e-06,5.4e-07,0.00227,4.23e-06,0.0001601,1e-07,2.15e-06,3.6e-07,0.0,4.4e-06,2.86e-06,7e-07,5.96e-06,0.0001639,1.1e-06,0.0,1e-07,3.6e-07,2.3e-06,1.7e-06,8.17e-06,6e-08,6e-08,8.8e-05,7.176e-05,4.9e-06,4e-07,6e-08,7e-07,2e-07,9.83e-05,0.001806,7.75e-06,6e-08,4e-07,0.00459,3.1e-05,5.4e-07,1e-07,0.0,0.0,7e-07,2e-07,6e-07,1.13e-06,3e-07,0.006077,4.756e-05,0.0,0.0,1e-07,3.6e-07,0.0,1.9e-06,8e-07,3e-07,6.9e-06,6e-08,0.0,8.52e-05,3.04e-06,3.207e-05,5.67e-05,0.0001292,1.7e-06,6e-08,0.001684,2.5e-06,0.000148,1e-07,2.5e-06,0.4443,0.4524,4.2e-06,4.95e-06,6e-08,3.3e-06,2.7e-06,2e-07,4e-07
D20250227T195131_IFCB183_00675,0.0,1e-07,0.0,5.07e-06,0.0,3.2e-06,4.3e-06,2.4e-07,0.09607,9.5e-07,4.95e-06,0.0,6e-08,1e-07,0.016,0.0001336,5.4e-07,3.6e-07,1.13e-06,7e-07,3.76e-06,3.9e-06,7.1e-06,6.6e-07,6e-07,2.3e-06,4.953e-05,2.396e-05,6.07e-05,1.5e-06,3.6e-07,9.6e-06,3.06e-05,7.4e-06,1.687e-05,3e-07,2.74e-06,1.97e-06,9.02e-05,1.67e-06,4.387e-05,0.0,0.0,0.0,6e-08,2e-07,6e-08,3.16e-06,0.000612,1e-06,2.4e-07,1.99e-05,3.1e-06,1.5e-06,2.4e-07,1.55e-05,6e-07,5.1e-06,0.000735,6e-08,9.745e-05,2.8e-06,5e-07,0.0,9e-07,2.9e-06,6e-08,4.4e-06,5.4e-07,2.4e-07,2.15e-06,3.6e-07,4e-07,1e-07,2e-07,7.3e-06,6e-08,2.1e-06,0.0,3e-07,4.8e-06,6.14e-06,7.24e-05,3e-07,6e-08,1.4e-06,3.6e-07,0.000551,0.0,0.0,0.0,0.0,2e-07,5.4e-07,9.5e-07,3e-07,1.085e-05,0.0002022,1.6e-05,0.0,0.0,1.3e-06,1e-07,6e-08,9e-07,3e-07,8e-07,6e-07,6e-08,0.0,1e-07,3.1e-06,7.24e-05,1.1e-06,4e-07,2.1e-06,0.0,0.00156,5.5e-06,0.0003529,7.3e-06,7.6e-05,0.004112,0.0093,0.861,0.000652,2.05e-05,0.00793,2e-07,0.0,3.6e-07
D20250227T195131_IFCB183_00676,0.0,0.0,0.0,6e-08,0.0,5e-07,1.2e-06,0.0,3.004e-05,0.0,2e-07,0.0,0.0,0.0,1.67e-06,3.5e-06,0.0,1e-07,0.0,1e-07,2e-07,1e-07,1.25e-05,0.0,6e-07,6e-08,0.0009007,3.6e-07,3.6e-07,0.0,2.4e-07,0.0,3.51e-05,1.1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,1.186e-05,0.0,6e-08,0.0,0.0001312,0.0,3.6e-07,0.0,0.0,6e-08,0.0,1e-07,0.0,6e-08,0.0,4.23e-06,1e-07,0.0,0.0,6e-08,6e-08,4e-07,6e-08,0.0,0.0,6e-08,2.7e-06,0.0,6e-08,0.0,0.0,0.0,3.2e-06,0.01118,1.5e-06,6e-08,0.0,2.1e-06,9.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006213,2.11e-05,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,0.0,1e-07,0.0,0.0,6e-08,6e-07,8.47e-05,2.15e-06,3.76e-06,1e-07,0.0,0.0008764,6e-08,5.3e-05,0.0,7e-07,0.04688,0.939,9.2e-06,5.4e-07,0.0,2.4e-07,0.0,0.0,0.0
D20250227T195131_IFCB183_00677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3e-07,0.0,6e-08,0.0,0.0,0.0,1.85e-06,0.0,0.0,0.0,0.0,0.0,3e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,0.0,0.0,5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-07,0.0,0.0,0.0,0.0,3e-07,1.0,8.17e-05,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24e-05,1.43e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D20250227T195131_IFCB183_00678,0.0,0.0,0.0,0.0,0.0,5.4e-07,6e-08,0.0,4.8e-06,0.0,0.0,0.0,0.0,0.0,3e-07,1.55e-06,0.0,0.0,0.0,1e-07,0.0,0.0,7.03e-06,0.0,0.0,0.0,3.64e-05,6e-08,0.0,0.0,0.0,0.0,4.7e-06,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32e-05,0.0,0.0,0.0,1.28e-05,0.0,6e-08,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-07,0.0,0.0,0.0,0.0,0.0,1e-07,0.000287,6e-08,0.0,0.0,4e-07,4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002444,3.16e-06,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097e-05,7.45e-06,2e-07,0.0,0.0,7.08e-05,0.0,1.54e-05,0.0,6e-08,0.02856,0.9707,5e-07,0.0,0.0,6e-08,0.0,0.0,0.0
D20250227T195131_IFCB183_00679,0.0,0.0,0.0,2.4e-07,0.0,6e-08,2.86e-06,0.0,2.563e-05,6e-08,4e-07,0.0,1e-07,0.0,5.4e-07,1.746e-05,0.0,3.6e-07,1e-07,0.0,5e-07,2e-07,5.25e-06,0.0,4e-07,0.0,0.0001994,5e-07,2.8e-06,0.0,4e-07,3e-07,3.4e-06,1.7e-06,2e-07,0.0,0.0,2e-07,0.0,0.0,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,3e-07,0.0,0.0,0.0,3.63e-05,0.0,6e-08,1e-07,0.0,6e-08,0.0,6e-08,0.0,6e-08,0.0,6.6e-07,1e-07,0.0,0.0,1.3e-06,6e-08,2.7e-06,0.0,0.0,0.0,0.0,8.3e-07,0.0,0.0,0.0,0.0,0.0,8.3e-07,0.00298,6e-07,3e-07,0.0,6e-08,2.49e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0001436,1.56e-05,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,6e-08,1e-07,0.0,0.0,0.0,4e-06,0.01059,2.99e-05,1.1e-06,2.4e-07,6e-08,0.001549,5e-07,0.0001985,0.0,5.2e-06,0.007298,0.977,2.56e-06,1e-06,0.0,6e-08,6e-08,0.0,1e-07
D20250227T195131_IFCB183_00680,0.0,0.0,0.0,0.0,0.0,2e-07,6e-08,0.0,8.17e-06,0.0,6e-08,0.0,0.0,0.0,3e-07,4.53e-06,0.0,0.0,0.0,6e-08,0.0,0.0,4.8e-06,0.0,0.0,0.0,9.3e-06,1e-07,6e-08,0.0,6e-08,0.0,2.15e-06,3e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06,0.0,0.0,0.0,4.77e-06,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-07,0.0,0.0,0.0,0.0,0.0,1e-07,6.91e-05,6e-08,0.0,0.0,1e-07,1.67e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.54e-05,1.8e-06,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,6e-08,0.0,0.0,0.0,6e-08,0.00011843,9.83e-06,1e-07,1e-07,0.0,0.0001565,0.0,2.57e-05,0.0,1e-07,0.01418,0.9854,1.8e-06,6e-08,0.0,1e-07,0.0,0.0,0.0
D20250227T195131_IFCB183_00681,0.0,0.0,0.0,4.77e-06,0.0,0.0,6e-08,0.0,8.83e-05,6.44e-06,0.0,0.0,0.0,0.0,1.2e-06,1.55e-06,0.0,6e-08,0.0,0.0,0.0,2.4e-07,3e-07,0.0,0.0,0.0,9e-07,1e-07,6e-08,0.0,8e-07,6e-08,8e-07,6e-08,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,1.85e-06,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,2.9e-06,2e-07,6e-08,6e-08,0.0,0.0,0.0,3e-07,0.0,0.0,0.0,6e-08,0.0,0.0,2.7e-06,0.0,0.0,0.0,0.0,6.3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-07,5e-07,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0001427,1.01e-05,0.0,2e-07,0.0,0.005135,0.0003114,0.989,0.0,9e-07,0.0003846,0.004898,6.26e-06,0.0,0.0,0.0,0.0,0.0,2e-07
D20250227T195131_IFCB183_00682,0.0,1e-07,6e-08,2.74e-06,0.0,1e-06,1.925e-05,0.0,0.0001071,2.4e-07,2.4e-06,0.0,3.6e-06,0.0,7.87e-06,3.606e-05,0.0,5.25e-06,5.4e-07,2e-07,6.3e-06,1.7e-06,5.037e-05,0.0,6.7e-06,4e-07,0.005116,2.3e-06,9.8e-06,6e-07,1.5e-06,5.4e-07,0.0001669,2.307e-05,6.6e-07,0.0,6e-08,3.6e-07,0.0,0.0,3.6e-06,0.0,0.0,0.0,6e-08,2.4e-07,0.0,1e-07,1e-06,2.08e-05,6e-08,1e-07,1e-07,0.003374,0.0,1.97e-06,1.43e-06,0.0,5e-07,0.0,4e-07,5e-07,5.4e-07,0.0,1.705e-05,2e-06,0.0,0.0,5.36e-06,1.67e-06,2.265e-05,1.2e-06,0.0,0.0,2e-07,2.6e-06,0.0,6e-08,0.0,0.0,6e-08,9.95e-06,0.11957,6.1e-06,2.3e-06,1e-07,2.6e-06,0.0001905,0.0,2.4e-07,0.0,0.0,6e-08,6e-08,1e-07,0.0,4e-07,0.001002,0.0001792,0.0,0.0,6e-08,2.4e-07,0.0,4e-07,2e-07,2e-07,1.25e-06,0.0,0.0,1e-07,4.035e-05,0.001814,4.72e-05,3.55e-05,6.6e-07,2.4e-07,0.004173,3.93e-06,0.0009017,0.0,1.22e-05,0.04523,0.818,5.07e-06,3.8e-06,1e-07,2e-07,7e-07,0.0,6e-07
