#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2024 04 05 08 20 307  5.8  7.9  0.96  5.02  4.51 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 05 09 20 283  6.5  9.3  0.88  4.92  4.44 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 05 10 20 281  6.3  8.4  0.92  4.83  4.53 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 05 11 20 279  6.4  9.7  0.96  4.74  4.73 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 05 12 20 270  6.3 10.0  1.05  6.10  4.98 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 05 13 20 270  6.1  8.8  1.13  5.69  5.19 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 05 14 20 255  5.5  7.3  1.13  6.10  5.38 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 05 15 20 313  7.0 10.2  1.22  6.40  5.60 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 05 16 20 305  3.1  5.1  1.30 10.24  6.01 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 05 17 20 270  4.3 10.6  1.46 11.64  6.04 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 05 18 20 296  5.1  7.5  1.48  8.83  6.23 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 05 19 20 299  1.1  2.5  1.53 10.67  6.17 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 05 20 20 334  2.9  7.8  1.45 12.19  6.29 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 05 21 20 204  0.9  2.8  1.41 12.19  6.29 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 05 22 20 301  5.3 11.4  1.43 12.19  6.43 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 05 23 20 279  7.3 10.1  1.57 13.47  5.92 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 00 20 289  7.9 10.6  1.65  7.31  5.77 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 01 20 289  9.3 12.4  1.80 12.80  5.70 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 02 20 290  8.9 12.3  1.97 13.47  5.76 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 03 20 293  8.7 12.0  1.87  5.82  5.64 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 04 20 294  9.9 12.8  1.87  5.82  5.71 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 05 20 303  9.2 11.7  1.90  5.95  5.56 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 06 20 301  8.3 11.0  1.80  6.10  5.59 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 07 20 297  8.1 11.4  1.76  6.24  5.32 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 08 20 304  6.4  8.5  1.83  6.56  5.65 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 09 20 312  5.0  6.9  1.84  7.11  5.69 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 10 20 304  6.0  8.5  1.77  6.92  5.78 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 11 20 302  4.0  5.9  1.75  7.11  5.79 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 12 20 100  2.6  4.8  1.68  6.92  6.04 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 13 20  98  4.6  6.6  1.55  7.31  6.33 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 14 20 106  3.9  5.6  1.41  6.56  6.35 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 15 20 108  3.8  6.3  1.37  7.53  6.35 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 16 20 112  1.9  3.8  1.37  7.76  6.48 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 17 20 311  1.6  2.7  1.33  7.11  6.35 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 18 20 244  2.8  4.2  1.33  7.53  6.16 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 19 20 255  3.4  4.7  1.37  7.31  5.90 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 20 20 246  4.2  5.9  1.28  7.31  5.93 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 21 20 251  4.1  5.2  1.22  7.53  5.83 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 22 20 278  3.8  5.4  1.07  6.56  5.64 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 06 23 20 284  4.1  5.4  1.06  7.11  5.64 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 00 20 302  4.1  6.1  0.99  6.56  5.62 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 01 20 310  3.3  4.7  0.97  6.10  5.93 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 02 20 335  3.0  4.4  1.02  7.31  6.36 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 03 20 334  2.7  3.6  0.96 11.13  6.40 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 04 20  10  2.1  3.6  0.94 11.64  6.75 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 05 20  35  1.7  2.7  0.90 11.13  6.64 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 06 20  31  0.9  2.0  0.84 11.13  6.81 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 07 20 108  0.1  0.8  0.78 10.67  6.47 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 08 20  23  1.2  2.2  0.74 10.24  6.49 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 09 20  44  2.0  3.0  0.73  9.85  6.34 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 10 20 109  1.1  2.4  0.72 11.13  5.87 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 11 20  98  0.4  1.0  0.65 10.67  5.82 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 12 20 103  1.7  2.8  0.61 10.67  5.58 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 13 20  93  0.6  1.1  0.61  8.53  5.53 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 14 20  99  2.0  3.7  0.61 10.24  5.65 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 15 20 106  2.7  4.4  0.63 11.13  6.10 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 16 20 260  0.8  1.8  0.68 10.24  6.08 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 17 20 302  1.3  2.1  0.72  9.14  5.90 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 18 20 302  1.1  2.2  0.75  9.48  6.11 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 19 20 293  2.4  3.5  0.81  5.33  5.68 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 20 20 296  2.7  4.1  0.79  5.95  5.55 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 21 20 297  2.9  4.3  0.80  6.74  5.64 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 22 20 283  3.3  4.6  0.80  6.24  5.42 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 07 23 20 285  4.1  5.2  0.71  7.31  5.41 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 00 20 284  3.9  5.4  0.68  6.74  5.45 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 01 20 279  3.4  4.5  0.72  6.74  5.48 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 02 20 284  2.8  4.9  0.74  7.11  5.66 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 03 20 295  3.0  4.5  0.74  5.82  5.56 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 04 20 297  2.8  4.3  0.75  6.74  5.47 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 05 20 273  1.3  2.9  0.77  6.40  5.48 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 06 20 152  1.8  2.6  0.83  7.53  5.50 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 07 20 131  2.7  4.2  0.86  7.11  5.51 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 08 20 115  3.3  4.7  0.84  6.92  5.63 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 09 20 104  4.3  5.6  0.83  7.31  5.63 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 10 20 102  4.9  6.7  0.79  7.11  5.83 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 11 20 121  4.1  6.4  0.80  6.92  5.88 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 12 20  78  3.8  6.1  0.89  7.31  6.05 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 13 20  99  4.8  6.6  0.97  8.00  6.29 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 14 20  96  5.0  6.8  1.03  7.31  6.52 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 15 20  99  4.0  6.3  1.01  8.00  6.43 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 16 20 116  1.6  3.6  1.07  8.53  6.59 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 17 20 297  1.3  2.6  1.11  7.53  6.48 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 18 20 297  2.6  3.5  1.05  8.26  6.21 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 19 20 311  2.6  3.8  1.14  8.00  6.10 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 20 20 312  3.9  5.2  1.13  8.53  5.97 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 21 20 311  4.5  5.9  1.14  8.53  5.95 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 22 40 320  4.8  6.1  1.09  7.53  5.72 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 08 23 20 313  4.8  6.4  1.00  7.53  5.70 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 00 20 293  2.7  3.6  0.80  7.76  5.59 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 01 20 311  1.7  3.4  0.77  8.00  5.82 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 02 20  42  0.4  1.6  0.67  8.83  6.17 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 03 20 122  0.3  2.0  0.73  9.14  6.66 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 04 20  77  0.8  2.1  0.78  8.00  6.59 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 05 20 157  0.5  1.2  0.88  8.00  5.78 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 06 20 151  0.7  1.8  0.90  4.74  5.78 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 07 20  27  1.4  3.4  1.02  4.92  5.60 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 08 20 115  0.8  2.3  1.12  9.85  5.56 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 09 20 104  0.5  1.4  1.09  8.83  5.90 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 10 20  98  0.5  1.2  1.14  6.92  5.56 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 11 20 107  0.3  1.1  1.01  5.69  5.70 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 12 20 100  2.2  4.6  0.93  6.24  5.78 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 13 20  99  3.3  5.8  0.91  6.56  5.69 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 14 20  89  0.5  2.2  0.86  6.24  5.64 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 15 20 111  0.6  2.0  0.86  6.74  5.79 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 16 20 344  1.2  2.1  0.80  6.10  5.86 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 17 20 350  0.6  1.4  0.83 11.13  6.28 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 18 20 310  1.9  2.8  0.86 11.13  6.49 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 19 20 330  1.4  2.5  0.87 10.67  6.68 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 20 00 341  2.1  3.2  0.91  9.85  6.38 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 21 20 332  1.9  2.5  0.98  9.14  6.31 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 22 20 338  1.9  2.5  0.86  9.48  6.01 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 09 23 20  17  1.4  2.2  0.75  8.83  6.01 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 00 20  31  1.3  2.2  0.66  7.31  5.94 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 01 20  23  2.4  3.8  0.63  7.11  6.14 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 02 20  18  2.1  4.0  0.63  6.56  6.33 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 03 20  45  0.8  1.9  0.62 11.64  6.41 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 04 20  83  0.1  0.7  0.64  7.53  6.68 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 05 20  59  0.1  1.3  0.72  9.48  7.05 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 06 20  73  0.5  1.2  0.68 10.24  6.79 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 07 20 158  0.8  1.9  0.60  7.76  6.64 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 08 20 135  0.1  0.7  0.55 11.13  6.53 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 09 20 107  2.1  3.8  0.56 11.13  6.24 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 10 20 126  1.7  4.6  0.52  9.85  6.25 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 11 20 142  1.1  2.4  0.54  9.14  5.75 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 12 20 108  1.3  2.2  0.53  9.48  5.73 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 13 20 110  2.0  3.2  0.55  9.14  5.72 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 14 20 108  1.1  2.0  0.52 11.64  5.63 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 15 20  63  0.2  1.4  0.54 11.13  5.82 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 16 20 337  0.7  1.5  0.57 11.13  6.14 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 17 08 347  0.5  1.1  0.55 11.64  6.42 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 19 20 277  1.8  2.5  0.54 10.24  6.55 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 20 20 301  1.7  2.3  0.52  9.48  6.01 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 21 20 314  2.4  3.1  0.59 10.67  5.95 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 22 20 324  2.0  2.6  0.60  5.82  5.62 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 10 23 20 327  1.9  2.5  0.58  6.10  5.62 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 00 20 319  1.4  2.1  0.56  6.10  5.76 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 01 20 316  1.2  2.0  0.54  6.40  5.83 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 02 20 300  1.2  1.7  0.52  5.82  5.85 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 03 20 309  1.2  1.8  0.52  6.56  5.91 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 04 20 320  0.7  1.3  0.59  5.33  5.69 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 05 20 353  0.1  0.9  0.62 16.00  5.99 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 06 20 310  0.7  1.3  0.63 11.13  5.78 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 07 20 270  1.0  2.7  0.63  8.83  5.93 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 08 20 296  0.9  2.2  0.60  9.14  5.49 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 09 20 280  1.0  2.1  0.65  7.76  5.34 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 10 20 337  0.8  2.4  0.63  6.56  5.14 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 11 20   5  0.6  2.0  0.60  4.06  5.04 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 12 20 332  1.2  2.6  0.54  4.06  5.09 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 13 20  14  1.4  3.0  0.49 14.22  5.03 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 14 20   8  1.8  3.5  0.48 15.06  5.66 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 15 20  18  1.2  2.7  0.47 14.22  5.90 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 15 44 315  1.1  2.1  0.42 10.67  5.49 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 16 20 313  1.0  1.8  0.46 14.22  5.70 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 17 20 338  0.9  2.3  0.47 15.06  6.39 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 18 20 340  1.5  3.7  0.50 14.22  7.62 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 19 20 322  2.3  4.1  0.49 10.24  7.11 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 20 20 317  2.2  4.4  0.52 10.67  7.48 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 21 20 296  3.0  4.9  0.53  9.85  7.09 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 22 20 291  1.8  3.7  0.54 10.67  7.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 11 23 20 304  1.7  3.7  0.50 10.24  6.83 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 00 20 305  1.4  2.8  0.48 11.13  6.35 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 01 20 278  1.9  3.6  0.47 14.22  6.36 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 02 20 346  1.8  3.1  0.46 11.13  6.22 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 03 20 355  1.7  3.5  0.43 13.47  6.14 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 04 20 263  0.8  2.6  0.47 14.22  5.68 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 05 20 307  0.4  1.7  0.47 14.22  6.08 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 06 20 216  0.7  2.3  0.53 14.22  5.60 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 07 20 157  0.7  2.5  0.56 14.22  5.47 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 08 20 138  1.5  2.5  0.58  3.76  5.33 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 09 20 186  1.9  3.8  0.52 13.47  5.58 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 10 20 203  1.6  3.6  0.51 13.47  5.37 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 11 20 137  1.1  2.3  0.50 13.47  5.65 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 12 20 142  1.2  2.6  0.45 11.64  5.87 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 13 20 194  3.7  5.7  0.44 12.80  5.73 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 14 20 181  2.9  4.8  0.43 13.47  5.90 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 15 20 183  2.6  4.5  0.40 12.19  5.82 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 16 20 196  4.2  6.6  0.41 13.47  6.16 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 17 20 175  3.7  5.9  0.40 12.19  6.25 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 18 20 171  4.7  7.1  0.44 13.47  6.85 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 19 20 204  5.8  8.6  0.56 11.13  7.76 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 20 20 197  4.3  7.5  0.55  9.85  7.43 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 21 20 208  6.1  8.1  0.53  9.85  7.76 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 22 20 206  5.0  7.1  0.54 10.24  7.71 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 12 23 20 207  5.8  7.6  0.51  9.48  7.20 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 00 20 202  5.0  6.9  0.53 10.67  7.31 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 01 20 193  4.4  6.0  0.50 12.19  7.17 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 02 20 181  3.1  4.2  0.52  9.48  7.34 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 03 20 164  1.7  2.4  0.47  9.48  7.33 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 04 20 187  3.0  4.5  0.49 12.80  7.09 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 05 20 195  2.9  4.3  0.48  9.48  7.58 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 06 20 178  1.8  3.3  0.44 10.67  7.25 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 07 20 170  3.0  4.6  0.42  8.00  7.27 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 08 20 166  2.4  4.2  0.44  7.31  6.97 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 09 20 184  3.2  5.7  0.44 10.67  7.56 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 10 20 144  2.1  3.4  0.43  7.76  6.86 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 11 20 132  1.6  2.4  0.42 12.80  7.29 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 12 20 109  2.8  4.3  0.40 12.19  6.85 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 13 20 109  2.5  3.6  0.44  9.14  6.77 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 14 20 107  2.7  4.1  0.46 11.64  6.75 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 15 20 112  2.8  4.9  0.41  8.00  6.39 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 16 20 142  2.9  5.4  0.37 12.80  6.52 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 17 20 153  3.5  5.6  0.35  9.48  6.48 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 18 20 175  4.6  7.1  0.36 11.13  6.22 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 19 20 186  4.3  6.7  0.34  9.48  6.12 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 20 20 211  5.7  8.2  0.38  9.48  7.21 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 21 20 208  7.1  9.3  0.35 12.19  7.43 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 22 20 197  7.2  9.8  0.35 11.13  7.53 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 13 23 20 199  7.8 10.1  0.37 12.19  7.04 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 00 20 185  7.9 11.3  0.36 12.80  6.81 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 01 20 193  7.4 10.6  0.38 11.13  6.54 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 02 20 187  6.3 10.6  0.40 11.13  6.17 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 03 20 187  6.6  9.9  0.38 11.13  6.12 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 04 20 323  9.6 13.8  0.38 12.80  5.62 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 05 20 347  4.8  6.5  0.46  3.28  4.62 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 06 20 356  4.8  6.2  0.58  3.56  4.21 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 07 20 348  2.6  3.6  0.58  3.61  4.42 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 08 20 331  2.3  3.8  0.62  3.61  4.34 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 09 20 337  3.2  4.8  0.60  3.94  4.62 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 10 20 360  3.2  4.7  0.55  4.06  4.76 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 11 20  34  2.9  4.1  0.54  4.06  4.91 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 12 20  63  2.8  5.4  0.53  4.34  5.07 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 13 20  51  1.7  3.1  0.49  4.83  5.27 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 14 20  96  2.3  3.4  0.56  9.48  5.84 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 15 20  83  0.6  1.8  0.61 11.64  6.09 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 16 20 349  0.7  1.5  0.71  9.85  6.98 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 17 20 313  0.7  1.8  0.72 11.13  6.99 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 18 20 250  4.0  5.3  0.71 10.24  7.26 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 19 20 250  3.0  4.0  0.75 10.24  7.20 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 20 20 249  3.4  4.2  0.82  9.85  7.47 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 21 20 244  3.8  5.2  0.88 11.13  7.46 999 9999.0 999.0 999.0 999.0 99.0 99.00
2024 04 14 22 20 237  5.5  7.8  0.99  9.48  7.29 999 9999.0 999.0 999.0 999.0 99.0 99.00
