#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2023 01 01 14 20 280  8.9 12.4  1.44  5.33 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 01 15 20 273 10.0 13.2  1.82  6.10 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 01 16 20 286 11.3 14.4  2.11  6.92 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 01 17 20 294 10.7 14.4  2.46  7.31 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 01 18 20 293  9.7 12.9  2.85  8.26 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 01 19 20 292  9.7 12.9  2.84  8.83 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 01 20 20 291 11.0 14.4  2.61  9.48 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 01 21 20 286 10.6 14.0  2.76  8.83 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 01 22 20 290 11.3 14.7  2.83  7.53 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 01 23 20 284 10.8 14.3  2.82  8.83 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 00 20 286 10.0 12.9  2.93  8.83 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 01 20 284 10.5 13.3  2.79  8.26 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 02 20 281 10.9 13.7  2.82  8.53 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 03 20 287 10.8 13.2  2.90  7.53 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 04 20 288 10.4 13.5  3.03  8.26 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 05 20 291  8.7 10.9  2.86  9.48 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 06 20 281  6.9  8.6  2.72  8.53 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 07 20 264  6.6  8.1  2.63  9.14 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 08 20 270  7.4  9.5  2.44  8.53 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 09 20 271  8.0  9.7  2.50  9.14 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 10 20 277  7.4  9.0  2.60  8.53 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 11 20 285  7.2  8.9  2.40  7.53 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 12 20 283  6.3  8.0  2.43 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 13 20 300  4.8  6.3  2.26  8.26 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 14 20 307  2.3  4.4  2.07  7.31 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 15 20 145  1.3  2.2  2.12  8.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 16 20 162  2.4  3.6  1.93  7.76 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 17 20 178  2.6  4.3  1.86 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 18 20 225  3.7  4.8  1.80 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 19 20 228  3.9  6.2  1.62 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 20 20 234  4.0  5.2  1.62 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 21 20 234  4.3  5.7  1.47  6.56 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 22 20 263  5.7  7.4  1.35  9.48 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 02 23 20 234  1.4  3.7  1.42  6.74 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 00 20 182  1.6  3.0  1.39  9.48 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 01 20 217  4.7  6.0  1.24  9.48 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 02 20 225  4.2  5.8  1.26  8.83 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 03 20 231  4.0  5.2  1.11  7.53 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 04 20 137  2.1  3.4  1.17  7.76 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 05 20 141  2.4  4.1  1.14  8.53 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 06 20 147  2.4  4.5  1.13 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 07 20 134  3.2  5.8  1.10 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 12 20 126  5.2  7.9  1.05  9.48 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 13 20 127  5.7  8.1  0.99 12.19 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 14 20 140  5.2  8.9  0.94 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 15 20 144  4.9  8.1  0.98 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 16 20 142  5.4  9.6  0.88 12.19 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 17 20 149  5.6  8.7  0.90 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 18 20 147  5.9 10.9  0.85 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 19 20 147  6.3 11.5  0.80 12.19 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 20 20 149  6.6 10.7  0.77 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 21 20 154  7.7 11.2  0.72 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 22 20 149  7.1 11.2  0.76 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 03 23 20 147  6.3  9.5  0.83 15.06 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 00 20 140  4.7  8.1  1.00 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 01 20 147  6.5  9.9  1.01 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 02 20 142  5.8 10.0  0.99 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 03 20 147  5.5  8.6  1.00 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 04 20 143  5.1  9.0  1.12 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 05 20 148  4.9  7.5  1.01 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 06 20 151  6.4 10.0  1.12 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 07 20 150  5.4  8.1  1.14 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 08 20 156  6.5 10.9  1.20 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 09 20 151  6.1  9.9  1.10 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 10 20 142  4.6  8.1  1.18 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 11 20 140  3.8  7.8  1.18 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 12 20 129  4.3  7.4  1.20 12.19 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 13 20 142  4.1  7.6  1.14 10.67 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 14 20 125  4.3  7.0  1.02 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 15 20 155  2.7  4.6  1.05 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 16 20 158  3.8  5.4  1.10 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 17 20 144  4.5  7.0  1.05 12.19 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 18 20 173  3.0  5.4  0.94 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 19 20 188  3.0  7.1  1.07 15.06 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 20 20 211  4.2  6.2  1.02 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 21 20 225  3.7  6.0  1.02 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 22 20 242  3.5 10.0  0.92 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 04 23 20 199  5.4  8.0  0.89 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 00 20 206  1.8  3.2  0.92 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 01 20 198  3.3  5.7  0.93 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 02 20 166  2.6  5.8  0.85 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 03 20 173  3.5  6.0  0.81 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 04 20 154  3.9  5.9  0.90 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 05 20 162  3.5  5.2  0.86 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 06 20 163  4.6  7.1  0.93 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 07 20 159  4.2  6.7  0.83 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 08 20 151  3.7  5.6  0.90 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 09 20 155  4.0  6.6  0.80 12.19 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 10 20 125  4.9  7.8  0.83 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 11 20 110  4.5  7.8  0.84 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 12 20 133  7.7 13.3  0.81 15.06 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 13 20 145  3.8  6.1  0.81 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 14 20 155  4.0  6.8  0.87  6.40 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 15 20 167  6.7  9.7  0.97  6.40 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 16 20 160  7.7 12.0  1.05  7.11 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 17 20 152  5.4  9.0  1.19  7.11 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 18 20 165  9.6 15.4  1.27  8.26 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 19 20 166  9.3 13.5  1.44  8.83 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 20 20 187  5.7  9.6  1.54  7.31 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 21 20 185  7.3 12.7  1.57  8.83 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 22 20 196  5.1  6.9  1.68  8.26 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 05 23 20 211  4.4  5.9  1.52 17.07 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 00 20 213  4.5  6.4  1.58 17.07 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 01 20 221  4.2  5.0  1.61 16.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 02 20 213  2.9  3.5  1.58 17.07 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 03 20 204  1.9  3.1  1.60 16.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 04 20 216  1.2  2.6  1.84 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 05 20 288  2.3  3.8  1.99 16.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 06 20 327  1.3  2.2  1.96 16.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 07 20 339  2.8  4.2  1.96 15.06 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 08 20  11  3.7  4.7  1.78 15.06 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 09 20  33  2.2  2.9  1.84 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 10 20  38  1.0  2.0  1.82 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 11 20  86  0.3  1.1  1.78 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 12 20  37  0.5  1.5  1.66 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 13 20  33  1.7  2.7  1.77 16.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 14 20  50  1.6  3.4 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 15 20 105  0.8  2.4  1.72 16.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 16 20 118  0.3  1.0  1.73 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 17 20 352  1.3  2.3  1.87 16.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 18 20 352  3.0  4.3  1.86 15.06 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 19 20 336  2.6  3.7  1.91 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 20 20 327  2.6  3.8  1.85 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 21 20 331  4.5  5.4  1.65 15.06 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 22 20 339  5.5  6.6  1.67 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 06 23 20 336  5.6  6.4  1.51 15.06 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 00 20 359  5.1  6.9  1.61 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 01 20 351  5.1  6.0  1.50 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 02 20  17  4.0  6.3  1.63 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 03 20  31  0.5  1.8  1.65 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 04 20  37  1.3  1.9  1.54 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 05 20  33  0.6  1.5  1.49 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 06 20 157  0.3  1.5  1.74 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 07 20 358  3.8  7.2  1.50 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 08 20  44  3.1  5.7  1.49 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 09 20 183  1.9  3.8  1.50 10.67 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 10 20 154  1.1  3.5  1.40  9.85 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 11 20 163  0.7  2.2  1.41 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 12 20 162  1.5  3.1  1.22 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 13 20 105  1.2  4.0  1.12  9.85 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 14 20 114  0.9  3.1  1.12  9.14 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 15 20  77  0.3  1.1  1.20 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 16 20 162  0.9  2.4  1.12  8.26 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 17 20 144  1.6  2.9  1.10  8.83 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 18 20 198  1.5  2.5  1.07 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 19 20 352  1.8  2.3  1.04 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 20 20 342  0.9  1.8  1.09 12.19 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 21 20 343  0.7  1.3  1.04 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 22 20 348  1.3  2.0  1.02 12.19 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 07 23 20 350  1.6  2.4  1.03 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 00 20 348  1.2  2.2  0.93 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 01 20  36  0.9  1.9  0.90  9.48 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 02 20 179  0.0  0.4  0.85 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 03 20  69  0.0  0.5  0.87 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 04 20  98  0.5  1.2  0.86 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 05 20  13  1.2  2.0  0.93 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 06 20 142  0.7  1.9  1.01 12.19 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 07 20 321  0.9  2.3  1.04 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 08 20 111  1.3  3.9  1.23 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 09 20 179  0.8  2.4  1.14 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 10 20  99  4.0  7.8  1.02 10.67 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 11 20 111  6.2  8.8  0.92 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 12 20  28  1.9  3.5  0.90 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 13 20  97  0.9  3.5  0.82 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 14 20 106  1.0  2.0  0.89 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 15 20 118  0.9  2.5  0.92 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 16 20  87  1.6  3.8  0.95 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 17 20 171  0.1  0.7  0.92 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 18 20 299  1.9  3.4  1.02 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 19 20 326  0.6  1.7  0.98 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 20 20 307  2.0  2.8  1.04 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 21 20 308  1.6  2.5  1.05 12.19 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 22 20 293  0.6  1.2  0.93 14.22 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 08 23 20 293  0.6  1.2  0.86 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 00 20 314  0.3  1.7  0.87 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 01 20 341  2.1  2.5  0.75 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 02 20   4  2.0  2.6  0.72 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 03 20  38  0.4  1.1  0.74 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 04 20  93  0.1  0.6  0.80 10.67 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 05 20 129  0.5  1.3  0.86  9.48 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 06 20 105  0.1  0.7  0.91  8.26 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 07 20  89  1.1  2.5  0.98  9.48 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 08 20 164  0.9  3.8  0.88  9.48 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 09 20 143  1.8  4.2  0.85 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 10 20 123  3.1  5.0  0.82  9.14 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 11 20 133  1.6  3.9  0.85 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 12 20 113  2.6  4.4  0.80 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 13 20 128  2.1  5.0  0.85 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 14 20 122  1.5  4.9  0.91 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 15 20 116  3.4  5.9  0.91  9.48 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 16 20 164  1.2  3.5  1.03 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 17 20 148  2.0  4.9  0.87 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 18 20 157  3.4  5.3  1.08 12.19 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 19 20 169  3.5  6.0  1.02  8.83 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 20 20 166  4.2  6.3  1.05 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 21 20 180  4.3  6.4  1.08 11.13 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 22 20 197  4.8  8.4  1.06 11.64 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 09 23 20 207  4.9  7.5  1.05 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 10 00 20 192  4.1  7.0  0.99 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 10 01 20 188  4.4  7.3  0.92 12.19 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 10 02 20 184  4.1  7.1  0.86 10.24 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 10 03 20 170  3.6  6.4  0.84 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 10 04 20 159  3.9  7.2  0.91 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 10 05 20 146  6.0  9.2  0.92 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 10 06 20 147  5.0  7.8  1.02 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 10 07 20 147  6.5 10.7  1.20 12.19 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 10 08 20 131  6.3 10.2  1.28 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 10 09 20 142  6.2 12.5  1.34 12.19 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 10 10 20 145  7.0 11.2  1.29 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 10 11 20 138  5.1  9.1  1.36 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 10 12 20 150  6.7 10.4  1.35 12.80 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 10 13 20 154  8.2 13.3  1.35 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 10 14 20 144  7.5 12.4  1.35 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 10 15 20 143  7.0 10.8  1.37  9.14 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2023 01 10 16 20 148  7.5 11.7  1.49 13.47 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
