x,y,z,noise_1,noise_2,noise_3,noise_4,noise_5,time
1.0,1.26,0.9833333333333333,0.24838993414578325,-0.4711718859259423,0.07334309686725511,1.1407945357208757,0.3859160841154768,0.0
1.026,1.5175666666666667,0.9697111111111111,-0.08133875786944046,0.06456797631554481,-0.014945206199979792,0.15153786634190586,0.8587967897055829,0.01
1.0751566666666668,1.779721764,0.9594223821481481,0.5759920688563077,-1.0508276773215093,-0.367434767639988,0.26092734795761724,-0.3017999225897163,0.02
1.1456131764000002,2.0526531193235087,0.9529725824846278,-0.9717807104843035,-0.11089884097285749,0.6400758778923487,0.25807091531824755,-0.042276778412302055,0.03
1.236317170692351,2.3419808980498504,0.9510754448857934,0.5130181251675174,-0.4571573549698743,0.3619855617244196,-0.6590510828913613,0.5327899754548426,0.04
1.346883543428101,2.6529715878318485,0.9546677449990975,-0.5650999227564838,0.3536467318245809,-0.09222493352771687,-0.28754313527282405,0.134731345312484,0.05
1.4774923478684758,2.990711001361589,0.9649423761941186,0.17516555016311458,0.2163867870626861,0.09152311387868549,0.11741761959066875,-0.19775586446036983,0.06
1.6288142132177872,3.360244798981538,0.9833981056875869,0.17688010852545863,0.3560964680329841,-0.052279992603655755,-0.10108156120234346,0.14170906597989583,0.07
1.8019572717941623,3.766692602574749,1.0119063010873073,0.30320370891931975,-0.13967109009943954,-0.45585387935706134,-0.23703978981535748,-0.2269511125545998,0.08
1.998430804872221,4.215339593475181,1.0527963243165408,0.823389056695977,0.1000176414246364,-0.579141465360648,-0.4381062056714895,-0.16851017994417422,0.09
2.220121683732517,4.711707416846947,1.1089624006340832,-0.6184279135709895,-0.4388228834241757,0.7493728467690021,-0.2024412695702791,-0.9552674072444522,0.1
2.4692802570439603,5.261604099402664,1.18399570798596,-0.0227105859920957,0.07818798594804373,0.13169478284965747,0.15206441480916716,0.4874976874881714,0.11
2.748512641279831,5.871150358119401,1.2823462403367,-0.4013295991549624,-0.6317261152026046,-0.3472043468577229,-0.8863967277884132,-0.6326180078155768,0.12
3.0607764129637878,6.546776945575929,1.4095196503758458,-1.0884871820112236,-0.4592769487159383,0.6421289887408879,0.6648420283922896,-1.0920824252970711,0.13
3.4093764662250017,7.295184326755237,1.5723146642586958,-0.6339695217433371,-0.12813793094580445,-0.01937448363966689,-0.26513423825384086,-0.3975050845798709,0.14
3.7979572522780254,8.123251767892445,1.779106570815925,-1.1073385277667174,1.15584539887573,0.1426165470863967,-0.27715003344855826,-0.08019835441822892,0.15
4.230486703839468,9.037877573819308,2.0401813585669744,-0.42690730890408224,0.8674237960493237,0.6392639940760839,0.18961610680148447,0.09552042119994923,0.16
4.711225790837451,10.04572547404778,2.3681227314082367,-0.29072138647331686,-1.0840705134565198,-0.21937584078106306,0.3284021456592277,0.1919201294578914,0.17
5.2446757591584845,11.152843831860999,2.778249601314084,-0.45499590797036416,0.6216905547071776,-0.14559736417347197,-0.3883198214693488,0.3178911736198807,0.18
5.835492566428736,12.364114422737728,3.289093442185458,-0.3858377143981327,-0.3521048059393738,-0.341220811311323,0.5112745597417295,-0.08278917476582782,0.19
6.488354752059635,13.68247639378877,3.9228912617707823,0.36064044417554875,-0.265659035160005,0.26844648011674377,-0.4962858054012404,-0.5561989652198464,0.2
7.207766916232549,15.107859858826343,4.706048435419393,0.35668218248249034,0.034558415975872676,0.5051365402958293,-0.8937952661135392,-0.2911245939715902,0.21
7.997776210491928,16.635754994593153,5.669493135130138,0.2025688582527616,0.7877414788335723,0.13557941472401416,-1.529032473239941,1.0317256215765567,0.22
